Crop Type,Nitrogen (N),Phosphorus (P),Potassium (K),Soil pH,Soil Type,Target Fertilizer
Maize,69,48,38,8.3,Sandy,DAP
Sugarcane,113,53,95,6.4,Silty,DAP
Cotton,69,38,45,5.0,Silty,NPK 10-26-26
Wheat,21,29,10,8.5,Silty,NPK 20-20-0
Rice,44,31,13,7.3,Sandy,Urea
Wheat,47,15,29,5.6,Clayey,Urea
Rice,58,32,18,8.0,Clayey,Urea
Maize,53,39,36,5.8,Clayey,NPK 10-26-26
Wheat,34,23,16,8.4,Sandy,NPK 15-15-15
Maize,58,50,25,8.3,Loamy,DAP
Cotton,48,38,49,4.9,Loamy,NPK 10-26-26
Maize,59,45,26,5.4,Clayey,DAP
Cotton,64,26,37,7.6,Sandy,NPK 10-26-26
Cotton,68,32,42,6.5,Clayey,NPK 10-26-26
Wheat,26,35,12,5.6,Loamy,DAP
Sugarcane,99,46,71,8.2,Sandy,DAP
Maize,60,30,24,6.5,Silty,NPK 10-26-26
Rice,55,35,11,8.1,Clayey,Urea
Sugarcane,105,56,62,7.8,Silty,DAP
Cotton,53,32,42,8.2,Loamy,NPK 10-26-26
Sugarcane,119,48,97,5.6,Clayey,DAP
Rice,46,25,20,6.5,Silty,NPK 10-26-26
Sugarcane,82,40,95,7.3,Clayey,NPK 10-26-26
Cotton,60,25,46,6.6,Loamy,NPK 10-26-26
Rice,41,31,10,5.4,Clayey,NPK 20-20-0
Wheat,38,17,25,8.0,Clayey,NPK 15-15-15
Rice,48,33,17,5.0,Clayey,Urea
Sugarcane,100,59,95,7.7,Sandy,DAP
Wheat,33,40,23,6.5,Silty,NPK 10-26-26
Sugarcane,80,55,83,7.6,Sandy,DAP
Rice,60,40,21,5.0,Loamy,DAP
Sugarcane,110,46,61,7.8,Clayey,DAP
Cotton,62,25,50,7.7,Loamy,NPK 10-26-26
Rice,44,39,11,5.8,Loamy,DAP
Cotton,61,22,47,8.0,Clayey,NPK 10-26-26
Rice,35,29,22,5.0,Clayey,NPK 10-26-26
Cotton,53,37,34,7.9,Clayey,NPK 10-26-26
Sugarcane,91,48,93,8.1,Loamy,DAP
Wheat,38,29,22,7.9,Clayey,NPK 10-26-26
Wheat,33,22,25,5.9,Loamy,NPK 10-26-26
Maize,70,47,31,6.9,Loamy,DAP
Maize,56,50,23,6.3,Sandy,DAP
Rice,47,20,27,4.6,Silty,NPK 10-26-26
Maize,73,33,21,6.4,Clayey,NPK 10-26-26
Sugarcane,94,46,91,7.6,Sandy,DAP
Cotton,49,39,46,8.5,Loamy,NPK 10-26-26
Wheat,21,28,26,4.8,Clayey,NPK 10-26-26
Rice,59,24,17,7.8,Loamy,Urea
Sugarcane,87,49,80,7.0,Sandy,DAP
Cotton,56,27,34,8.3,Sandy,NPK 10-26-26
Rice,48,28,15,5.6,Loamy,Urea
Rice,47,29,15,7.7,Silty,Urea
Wheat,45,20,25,6.6,Sandy,NPK 10-26-26
Wheat,40,38,22,6.1,Clayey,NPK 10-26-26
Maize,77,35,29,8.0,Clayey,NPK 10-26-26
Rice,45,21,30,6.9,Sandy,NPK 10-26-26
Wheat,24,24,15,5.8,Clayey,NPK 15-15-15
Cotton,46,23,38,7.0,Loamy,NPK 10-26-26
Rice,60,26,12,5.4,Sandy,Urea
Wheat,32,38,30,8.4,Sandy,NPK 10-26-26
Wheat,48,15,19,7.0,Loamy,Urea
Maize,65,35,34,8.5,Clayey,NPK 10-26-26
Wheat,33,31,25,6.7,Loamy,NPK 10-26-26
Sugarcane,114,50,90,7.7,Silty,DAP
Sugarcane,116,47,64,4.9,Loamy,DAP
Sugarcane,98,40,76,4.5,Silty,NPK 10-26-26
Maize,52,43,35,5.3,Silty,NPK 10-26-26
Cotton,69,28,37,8.2,Silty,NPK 10-26-26
Cotton,54,39,33,8.0,Silty,NPK 10-26-26
Cotton,44,34,47,5.9,Silty,NPK 10-26-26
Wheat,40,27,16,7.0,Silty,NPK 15-15-15
Rice,35,22,28,6.5,Clayey,NPK 10-26-26
Cotton,42,38,30,5.8,Clayey,NPK 10-26-26
Wheat,23,28,14,6.2,Silty,NPK 15-15-15
Cotton,40,32,34,8.3,Silty,NPK 10-26-26
Maize,72,47,36,5.8,Loamy,DAP
Cotton,43,27,33,6.9,Clayey,NPK 10-26-26
Cotton,63,38,30,8.2,Loamy,NPK 10-26-26
Wheat,24,30,17,7.8,Clayey,NPK 15-15-15
Rice,45,22,22,5.9,Loamy,NPK 10-26-26
Cotton,49,40,37,5.3,Loamy,NPK 10-26-26
Sugarcane,115,40,80,8.5,Sandy,NPK 10-26-26
Maize,61,42,22,5.1,Clayey,DAP
Maize,63,42,30,4.6,Silty,NPK 10-26-26
Cotton,47,40,31,8.5,Clayey,NPK 10-26-26
Maize,51,37,23,7.7,Silty,NPK 10-26-26
Rice,57,33,11,8.0,Sandy,Urea
Sugarcane,85,45,93,8.5,Clayey,DAP
Cotton,56,22,41,8.1,Sandy,NPK 10-26-26
Maize,76,32,35,4.9,Sandy,NPK 10-26-26
Cotton,42,35,32,4.9,Clayey,NPK 10-26-26
Maize,71,40,35,8.4,Sandy,NPK 10-26-26
Sugarcane,113,55,61,7.6,Silty,DAP
Sugarcane,119,52,85,5.2,Silty,DAP
Rice,47,25,25,6.8,Loamy,NPK 10-26-26
Rice,31,30,15,5.7,Sandy,NPK 15-15-15
Wheat,41,16,23,7.4,Clayey,NPK 15-15-15
Rice,47,36,29,7.8,Clayey,NPK 10-26-26
Wheat,30,37,20,7.7,Sandy,NPK 10-26-26
Rice,48,36,20,8.0,Silty,NPK 10-26-26
Wheat,38,16,19,7.7,Clayey,NPK 15-15-15
Sugarcane,82,59,94,5.1,Loamy,DAP
Sugarcane,94,55,84,6.7,Loamy,DAP
Sugarcane,108,42,97,8.1,Clayey,NPK 10-26-26
Sugarcane,86,56,96,6.3,Silty,DAP
Rice,52,27,16,8.2,Loamy,Urea
Cotton,47,40,39,5.3,Loamy,NPK 10-26-26
Cotton,65,24,33,8.2,Sandy,NPK 10-26-26
Cotton,50,25,39,4.7,Sandy,NPK 10-26-26
Wheat,44,22,10,7.9,Clayey,Urea
Rice,48,28,25,5.9,Clayey,NPK 10-26-26
Wheat,36,31,14,6.7,Sandy,NPK 15-15-15
Rice,41,40,19,4.7,Loamy,DAP
Rice,58,20,14,7.7,Sandy,Urea
Rice,43,32,17,5.6,Silty,NPK 15-15-15
Sugarcane,99,55,98,7.2,Clayey,DAP
Rice,38,20,25,5.7,Silty,NPK 10-26-26
Wheat,24,33,10,5.8,Clayey,NPK 20-20-0
Cotton,70,24,47,5.6,Silty,NPK 10-26-26
Sugarcane,113,45,81,6.3,Silty,DAP
Sugarcane,97,43,89,8.2,Loamy,NPK 10-26-26
Rice,38,26,19,8.5,Clayey,NPK 10-26-26
Maize,56,48,39,8.0,Sandy,DAP
Sugarcane,120,42,84,6.5,Loamy,NPK 10-26-26
Wheat,49,34,21,6.6,Sandy,NPK 10-26-26
Wheat,20,19,16,7.8,Clayey,NPK 15-15-15
Maize,60,45,40,8.4,Sandy,DAP
Maize,57,35,38,5.4,Clayey,NPK 10-26-26
Maize,65,36,34,6.1,Sandy,NPK 10-26-26
Rice,33,26,15,6.5,Clayey,NPK 15-15-15
Cotton,46,31,44,8.4,Sandy,NPK 10-26-26
Sugarcane,101,53,94,4.9,Loamy,DAP
Wheat,24,36,24,8.1,Loamy,NPK 10-26-26
Sugarcane,87,48,67,5.7,Loamy,DAP
Wheat,27,15,15,5.3,Loamy,NPK 15-15-15
Wheat,41,25,11,7.2,Clayey,NPK 20-20-0
Rice,36,35,24,4.6,Loamy,NPK 10-26-26
Sugarcane,113,45,88,7.3,Loamy,DAP
Maize,62,34,36,8.2,Loamy,NPK 10-26-26
Sugarcane,111,55,95,7.0,Clayey,DAP
Rice,32,20,23,5.5,Loamy,NPK 15-15-15
Rice,30,27,13,5.4,Sandy,NPK 15-15-15
Wheat,49,23,10,8.1,Clayey,Urea
Sugarcane,101,57,60,6.0,Loamy,DAP
Cotton,64,34,33,4.7,Clayey,NPK 10-26-26
Maize,76,45,35,7.6,Clayey,DAP
Sugarcane,87,53,80,8.3,Silty,DAP
Maize,73,33,36,6.5,Sandy,NPK 10-26-26
Wheat,43,34,19,6.5,Sandy,NPK 10-26-26
Maize,51,37,23,6.1,Silty,NPK 10-26-26
Rice,52,21,23,6.4,Clayey,Urea
Maize,58,34,26,8.3,Loamy,NPK 10-26-26
Cotton,58,38,48,8.3,Sandy,NPK 10-26-26
Rice,35,39,22,7.0,Sandy,NPK 10-26-26
Wheat,29,20,15,5.9,Loamy,NPK 15-15-15
Cotton,41,39,48,6.8,Silty,NPK 10-26-26
Sugarcane,96,54,70,5.0,Loamy,DAP
Rice,57,23,19,7.8,Loamy,Urea
Cotton,59,23,37,6.5,Loamy,NPK 10-26-26
Maize,67,35,25,8.1,Loamy,NPK 10-26-26
Wheat,47,14,27,5.3,Silty,Urea
Wheat,25,27,11,7.1,Sandy,NPK 20-20-0
Rice,37,26,20,5.5,Silty,NPK 10-26-26
Wheat,31,11,27,5.9,Silty,NPK 15-15-15
Rice,39,21,24,6.1,Loamy,NPK 10-26-26
Sugarcane,87,59,93,6.3,Clayey,DAP
Maize,56,33,27,6.6,Clayey,NPK 10-26-26
Maize,69,47,39,7.0,Sandy,DAP
Sugarcane,96,56,70,5.7,Sandy,DAP
Cotton,54,37,48,6.5,Silty,NPK 10-26-26
Rice,55,30,17,7.7,Silty,Urea
Wheat,33,18,22,5.1,Loamy,NPK 15-15-15
Wheat,28,21,18,7.7,Loamy,NPK 15-15-15
Cotton,40,28,49,7.7,Sandy,NPK 10-26-26
Cotton,61,20,43,6.4,Loamy,NPK 10-26-26
Sugarcane,81,56,85,5.2,Silty,DAP
Cotton,66,27,37,7.1,Silty,NPK 10-26-26
Rice,49,23,19,5.3,Silty,Urea
Rice,45,39,20,6.4,Loamy,DAP
Sugarcane,117,43,100,8.1,Silty,NPK 10-26-26
Maize,71,46,32,7.2,Loamy,DAP
Cotton,47,33,36,4.6,Silty,NPK 10-26-26
Cotton,66,34,40,8.1,Clayey,NPK 10-26-26
Rice,36,38,28,8.0,Loamy,NPK 10-26-26
Wheat,49,35,14,4.9,Silty,Urea
Rice,43,31,22,6.7,Sandy,NPK 10-26-26
Sugarcane,100,54,100,5.3,Sandy,DAP
Rice,39,32,14,6.6,Clayey,NPK 15-15-15
Maize,70,30,39,8.3,Loamy,NPK 10-26-26
Cotton,53,26,50,8.2,Loamy,NPK 10-26-26
Cotton,69,23,40,4.7,Silty,NPK 10-26-26
Rice,41,37,20,5.4,Silty,NPK 10-26-26
Rice,35,26,18,4.5,Sandy,NPK 10-26-26
Wheat,34,35,10,5.3,Clayey,DAP
Rice,35,21,10,5.5,Sandy,NPK 20-20-0
Wheat,46,23,21,4.6,Sandy,Urea
Maize,61,45,26,5.0,Clayey,DAP
Wheat,39,20,10,8.2,Sandy,NPK 20-20-0
Maize,74,40,21,6.6,Loamy,DAP
Cotton,70,21,33,5.5,Clayey,NPK 10-26-26
Cotton,51,36,49,8.0,Loamy,NPK 10-26-26
Wheat,40,34,22,6.3,Sandy,NPK 10-26-26
Sugarcane,103,44,75,5.8,Sandy,NPK 10-26-26
Sugarcane,94,53,100,4.8,Sandy,DAP
Rice,32,26,26,7.7,Loamy,NPK 10-26-26
Maize,59,36,23,8.3,Silty,NPK 10-26-26
Cotton,43,33,47,6.1,Silty,NPK 10-26-26
Wheat,30,31,16,7.9,Clayey,NPK 15-15-15
Rice,45,36,11,8.4,Clayey,Urea
Rice,40,34,19,6.9,Clayey,NPK 10-26-26
Maize,78,48,37,8.4,Sandy,DAP
Maize,50,43,26,8.4,Silty,NPK 10-26-26
Cotton,40,34,44,6.2,Loamy,NPK 10-26-26
Cotton,60,38,47,8.3,Clayey,NPK 10-26-26
Maize,52,31,29,7.3,Silty,NPK 10-26-26
Sugarcane,91,53,66,8.0,Silty,DAP
Maize,72,49,35,5.1,Clayey,DAP
Wheat,30,40,24,8.4,Silty,NPK 10-26-26
Rice,53,38,27,7.2,Loamy,NPK 10-26-26
Maize,67,35,25,7.9,Clayey,NPK 10-26-26
Wheat,30,12,16,8.3,Silty,NPK 15-15-15
Rice,30,27,27,5.5,Clayey,NPK 10-26-26
Maize,59,31,38,5.2,Silty,NPK 10-26-26
Rice,45,24,30,7.6,Silty,NPK 10-26-26
Maize,56,50,37,6.5,Loamy,DAP
Maize,78,41,34,5.9,Loamy,NPK 10-26-26
Rice,59,21,14,5.1,Sandy,Urea
Rice,51,37,20,7.4,Loamy,NPK 10-26-26
Cotton,63,39,45,5.9,Silty,NPK 10-26-26
Rice,53,39,15,4.8,Sandy,DAP
Cotton,45,24,40,6.6,Sandy,NPK 10-26-26
Sugarcane,97,46,66,5.2,Loamy,DAP
Maize,57,49,35,5.8,Loamy,DAP
Maize,65,34,40,5.5,Loamy,NPK 10-26-26
Rice,51,39,14,8.4,Loamy,DAP
Maize,60,31,36,7.7,Clayey,NPK 10-26-26
Sugarcane,80,46,70,6.0,Loamy,DAP
Wheat,35,19,21,5.8,Loamy,NPK 15-15-15
Sugarcane,89,47,79,7.3,Clayey,DAP
Sugarcane,115,51,68,7.0,Clayey,DAP
Cotton,62,33,43,5.5,Loamy,NPK 10-26-26
Cotton,44,40,46,4.9,Silty,NPK 10-26-26
Cotton,46,32,38,7.5,Silty,NPK 10-26-26
Cotton,47,27,34,7.9,Loamy,NPK 10-26-26
Maize,62,36,31,8.1,Silty,NPK 10-26-26
Rice,46,37,30,6.8,Silty,NPK 10-26-26
Rice,30,22,22,7.6,Sandy,NPK 10-26-26
Cotton,41,33,32,6.8,Loamy,NPK 10-26-26
Wheat,25,19,22,7.7,Silty,NPK 15-15-15
Rice,35,25,27,6.6,Clayey,NPK 10-26-26
Rice,40,34,25,8.0,Loamy,NPK 10-26-26
Cotton,70,35,43,4.9,Sandy,NPK 10-26-26
Sugarcane,94,58,88,4.8,Silty,DAP
Sugarcane,95,57,78,7.7,Sandy,DAP
Wheat,42,25,29,7.7,Clayey,NPK 10-26-26
Wheat,24,40,27,5.0,Loamy,NPK 10-26-26
Wheat,41,29,11,5.7,Loamy,NPK 20-20-0
Maize,54,32,34,6.0,Clayey,NPK 10-26-26
Rice,58,25,21,7.7,Loamy,NPK 10-26-26
Cotton,44,30,30,8.0,Silty,NPK 10-26-26
Cotton,66,32,46,6.6,Clayey,NPK 10-26-26
Wheat,32,21,16,8.0,Clayey,NPK 15-15-15
Maize,64,32,40,8.5,Sandy,NPK 10-26-26
Maize,51,50,39,6.4,Loamy,DAP
Rice,30,29,27,7.9,Silty,NPK 10-26-26
Maize,75,35,32,7.5,Clayey,NPK 10-26-26
Maize,72,39,25,5.8,Clayey,NPK 10-26-26
Sugarcane,81,59,82,7.1,Clayey,DAP
Rice,44,25,21,5.1,Silty,NPK 10-26-26
Maize,51,45,22,6.4,Silty,DAP
Sugarcane,103,47,69,8.5,Clayey,DAP
Wheat,39,12,15,5.8,Silty,NPK 15-15-15
Rice,40,34,20,5.3,Sandy,NPK 10-26-26
Rice,47,35,29,6.9,Sandy,NPK 10-26-26
Sugarcane,90,49,76,4.6,Silty,DAP
Wheat,34,40,19,6.7,Silty,DAP
Rice,55,29,19,8.5,Silty,NPK 10-26-26
Sugarcane,88,48,60,7.3,Sandy,DAP
Rice,49,34,14,8.5,Silty,Urea
Rice,55,31,20,8.4,Silty,NPK 10-26-26
Wheat,21,35,25,6.6,Silty,NPK 10-26-26
Wheat,34,11,24,5.8,Loamy,NPK 15-15-15
Wheat,49,12,24,6.1,Sandy,Urea
Maize,59,34,33,7.7,Clayey,NPK 10-26-26
Maize,56,43,26,7.8,Clayey,NPK 10-26-26
Rice,54,39,19,6.0,Sandy,DAP
Cotton,63,35,44,7.9,Loamy,NPK 10-26-26
Maize,65,31,34,6.2,Sandy,NPK 10-26-26
Wheat,21,35,10,7.6,Loamy,DAP
Cotton,40,22,50,7.3,Silty,NPK 10-26-26
Sugarcane,83,59,90,8.3,Silty,DAP
Sugarcane,95,45,73,8.3,Loamy,DAP
Cotton,61,32,48,4.9,Clayey,NPK 10-26-26
Rice,42,24,23,6.4,Silty,NPK 10-26-26
Maize,75,45,30,8.4,Sandy,DAP
Wheat,46,20,19,7.1,Silty,Urea
Maize,57,43,35,6.5,Sandy,NPK 10-26-26
Maize,71,38,27,6.9,Sandy,NPK 10-26-26
Cotton,52,38,47,5.6,Sandy,NPK 10-26-26
Sugarcane,112,55,69,6.9,Loamy,DAP
Maize,52,49,27,5.3,Clayey,DAP
Rice,50,25,27,5.9,Sandy,NPK 10-26-26
Rice,50,36,10,6.3,Silty,Urea
Maize,51,35,22,6.5,Clayey,NPK 10-26-26
Rice,52,34,11,5.4,Sandy,Urea
Cotton,58,31,36,4.7,Clayey,NPK 10-26-26
Maize,72,46,27,8.4,Sandy,DAP
Rice,38,36,16,5.9,Loamy,NPK 15-15-15
Wheat,21,35,15,7.4,Sandy,NPK 15-15-15
Rice,35,20,26,7.0,Clayey,NPK 10-26-26
Cotton,48,27,41,8.4,Sandy,NPK 10-26-26
Rice,51,37,22,7.5,Sandy,NPK 10-26-26
Maize,55,42,28,6.2,Silty,NPK 10-26-26
Cotton,68,32,30,6.5,Silty,NPK 10-26-26
Maize,79,32,28,7.4,Silty,NPK 10-26-26
Cotton,57,31,39,5.2,Sandy,NPK 10-26-26
Maize,68,44,24,5.1,Sandy,DAP
Maize,78,50,34,8.0,Sandy,DAP
Maize,73,47,25,7.6,Sandy,DAP
Wheat,36,27,12,8.4,Clayey,NPK 20-20-0
Sugarcane,89,57,64,6.2,Sandy,DAP
Wheat,34,33,30,5.1,Loamy,NPK 10-26-26
Sugarcane,120,53,67,8.0,Clayey,DAP
Wheat,22,32,22,7.6,Loamy,NPK 10-26-26
Maize,67,34,29,8.2,Clayey,NPK 10-26-26
Maize,69,35,35,7.6,Silty,NPK 10-26-26
Cotton,58,23,48,7.8,Clayey,NPK 10-26-26
Wheat,44,17,15,6.0,Sandy,NPK 15-15-15
Rice,45,38,23,8.3,Sandy,NPK 10-26-26
Wheat,36,29,20,7.3,Loamy,NPK 10-26-26
Maize,51,40,20,8.0,Silty,DAP
Maize,57,33,30,8.2,Loamy,NPK 10-26-26
Rice,54,31,14,5.8,Loamy,Urea
Cotton,42,35,41,7.8,Loamy,NPK 10-26-26
Cotton,52,35,35,6.9,Silty,NPK 10-26-26
Sugarcane,97,58,95,5.7,Loamy,DAP
Sugarcane,108,45,89,5.5,Clayey,DAP
Wheat,29,20,28,5.4,Loamy,NPK 10-26-26
Rice,31,33,18,8.0,Loamy,NPK 10-26-26
Sugarcane,80,43,100,7.5,Sandy,NPK 10-26-26
Sugarcane,81,45,67,7.8,Clayey,DAP
Maize,74,38,35,8.1,Loamy,NPK 10-26-26
Cotton,69,31,38,4.5,Loamy,NPK 10-26-26
Sugarcane,95,50,89,7.2,Sandy,DAP
Sugarcane,97,56,90,7.7,Clayey,DAP
Maize,59,46,37,6.6,Clayey,DAP
Rice,47,29,16,6.5,Sandy,Urea
Wheat,32,31,11,6.9,Sandy,NPK 20-20-0
Wheat,46,31,12,4.6,Silty,Urea
Cotton,41,34,36,6.8,Silty,NPK 10-26-26
Cotton,61,32,41,7.8,Silty,NPK 10-26-26
Cotton,47,33,46,5.6,Loamy,NPK 10-26-26
Sugarcane,98,57,84,6.5,Clayey,DAP
Cotton,61,22,44,8.4,Silty,NPK 10-26-26
Sugarcane,99,48,95,6.6,Loamy,DAP
Wheat,42,23,29,5.9,Clayey,NPK 10-26-26
Cotton,48,33,37,5.6,Loamy,NPK 10-26-26
Wheat,46,11,11,5.7,Sandy,Urea
Wheat,48,19,11,5.3,Loamy,Urea
Maize,61,39,31,6.4,Sandy,NPK 10-26-26
Maize,52,47,24,8.4,Loamy,DAP
Maize,74,48,40,6.2,Loamy,DAP
Maize,72,36,22,7.1,Loamy,NPK 10-26-26
Wheat,38,38,17,6.2,Loamy,DAP
Cotton,64,33,36,4.7,Loamy,NPK 10-26-26
Maize,59,31,25,5.6,Sandy,NPK 10-26-26
Maize,76,42,34,8.2,Silty,NPK 10-26-26
Cotton,42,28,32,7.9,Loamy,NPK 10-26-26
Sugarcane,97,59,98,7.7,Clayey,DAP
Rice,44,27,21,7.1,Sandy,NPK 10-26-26
Maize,57,50,35,8.2,Loamy,DAP
Cotton,68,23,43,8.2,Sandy,NPK 10-26-26
Sugarcane,103,59,73,7.3,Clayey,DAP
Sugarcane,104,51,73,4.6,Clayey,DAP
Cotton,54,32,37,5.6,Sandy,NPK 10-26-26
Rice,36,38,25,6.1,Silty,NPK 10-26-26
Cotton,69,34,39,7.1,Sandy,NPK 10-26-26
Wheat,50,15,17,6.9,Loamy,Urea
Cotton,44,20,31,7.1,Clayey,NPK 10-26-26
Maize,50,45,22,6.3,Silty,DAP
Maize,74,31,31,7.7,Silty,NPK 10-26-26
Cotton,70,25,30,7.1,Loamy,NPK 10-26-26
Maize,77,46,26,5.7,Clayey,DAP
Sugarcane,119,49,91,5.7,Loamy,DAP
Wheat,23,16,23,7.7,Sandy,NPK 15-15-15
Sugarcane,83,53,77,8.3,Silty,DAP
Cotton,61,28,31,8.5,Loamy,NPK 10-26-26
Rice,53,33,11,7.1,Loamy,Urea
Wheat,49,10,22,5.6,Clayey,Urea
Rice,60,22,20,7.7,Sandy,Urea
Sugarcane,108,43,99,5.9,Silty,NPK 10-26-26
Wheat,31,29,19,5.5,Sandy,NPK 10-26-26
Rice,40,23,25,8.0,Loamy,NPK 10-26-26
Wheat,25,12,15,8.5,Loamy,NPK 15-15-15
Wheat,43,25,14,7.8,Silty,NPK 15-15-15
Maize,57,38,36,7.6,Silty,NPK 10-26-26
Wheat,37,10,11,4.6,Sandy,Urea
Maize,78,44,37,7.5,Clayey,NPK 10-26-26
Cotton,40,36,45,6.3,Sandy,NPK 10-26-26
Sugarcane,101,40,70,5.0,Loamy,NPK 10-26-26
Rice,46,22,27,5.2,Silty,NPK 10-26-26
Rice,33,21,10,4.7,Silty,NPK 20-20-0
Maize,79,31,30,8.3,Clayey,NPK 10-26-26
Maize,78,34,31,5.5,Loamy,NPK 10-26-26
Wheat,34,22,14,6.4,Silty,NPK 15-15-15
Sugarcane,107,55,80,5.2,Loamy,DAP
Sugarcane,104,48,61,7.8,Silty,DAP
Cotton,63,24,46,7.0,Silty,NPK 10-26-26
Maize,51,42,21,6.4,Silty,DAP
Cotton,51,22,32,6.2,Silty,NPK 10-26-26
Maize,79,38,24,7.1,Silty,NPK 10-26-26
Sugarcane,106,43,93,8.4,Sandy,NPK 10-26-26
Rice,32,27,27,7.1,Silty,NPK 10-26-26
Cotton,54,35,41,8.0,Silty,NPK 10-26-26
Rice,31,24,13,5.7,Loamy,NPK 15-15-15
Maize,67,37,29,6.6,Silty,NPK 10-26-26
Cotton,42,26,49,5.0,Silty,NPK 10-26-26
Sugarcane,111,57,73,8.0,Clayey,DAP
Wheat,32,39,19,7.1,Silty,DAP
Rice,41,37,21,6.3,Clayey,NPK 10-26-26
Maize,74,45,38,5.9,Sandy,DAP
Maize,51,33,33,7.0,Clayey,NPK 10-26-26
Cotton,69,39,40,7.1,Clayey,NPK 10-26-26
Wheat,26,24,23,8.5,Loamy,NPK 10-26-26
Wheat,20,15,28,8.1,Silty,NPK 15-15-15
Maize,76,44,27,5.1,Silty,NPK 10-26-26
Maize,53,41,36,5.1,Sandy,NPK 10-26-26
Sugarcane,110,57,98,8.3,Loamy,DAP
Maize,71,42,34,7.4,Silty,NPK 10-26-26
Cotton,59,38,48,7.4,Loamy,NPK 10-26-26
Rice,45,20,28,5.7,Clayey,NPK 10-26-26
Wheat,20,22,14,7.0,Silty,NPK 15-15-15
Maize,72,38,36,8.4,Loamy,NPK 10-26-26
Wheat,44,11,15,8.4,Sandy,Urea
Wheat,37,23,24,6.9,Silty,NPK 10-26-26
Wheat,24,24,14,8.3,Loamy,NPK 15-15-15
Maize,75,50,24,4.9,Clayey,DAP
Sugarcane,110,60,67,4.6,Silty,DAP
Cotton,64,27,48,7.1,Clayey,NPK 10-26-26
Sugarcane,85,55,93,4.9,Loamy,DAP
Maize,70,45,40,8.3,Clayey,DAP
Wheat,45,18,14,7.0,Clayey,Urea
Cotton,41,28,43,6.2,Silty,NPK 10-26-26
Sugarcane,99,46,68,7.7,Silty,DAP
Rice,54,38,19,8.5,Clayey,DAP
Maize,53,41,35,5.8,Silty,NPK 10-26-26
Rice,50,28,15,8.0,Loamy,Urea
Wheat,20,28,27,7.9,Clayey,NPK 10-26-26
Wheat,46,29,14,8.4,Clayey,Urea
Cotton,51,37,37,6.6,Clayey,NPK 10-26-26
Cotton,43,22,46,5.7,Loamy,NPK 10-26-26
Maize,58,30,26,5.2,Loamy,NPK 10-26-26
Wheat,28,29,13,8.1,Clayey,NPK 15-15-15
Rice,42,23,26,4.8,Silty,NPK 10-26-26
Maize,68,31,36,8.3,Silty,NPK 10-26-26
Maize,77,44,21,7.8,Clayey,DAP
Maize,61,44,28,8.5,Sandy,NPK 10-26-26
Wheat,32,18,20,5.1,Loamy,NPK 15-15-15
Maize,60,49,29,5.3,Clayey,DAP
Maize,55,34,37,6.2,Loamy,NPK 10-26-26
Maize,72,33,23,6.7,Sandy,NPK 10-26-26
Sugarcane,110,43,86,8.2,Sandy,NPK 10-26-26
Sugarcane,97,45,63,5.8,Sandy,DAP
Sugarcane,115,48,80,6.7,Sandy,DAP
Maize,52,32,29,5.1,Loamy,NPK 10-26-26
Wheat,37,19,10,6.1,Clayey,NPK 20-20-0
Maize,60,46,33,7.7,Silty,DAP
Rice,43,20,18,4.6,Sandy,NPK 15-15-15
Maize,77,37,31,7.5,Sandy,NPK 10-26-26
Wheat,23,38,12,7.8,Loamy,DAP
Rice,52,29,10,7.6,Silty,Urea
Sugarcane,80,52,68,5.6,Clayey,DAP
Sugarcane,110,52,68,8.4,Clayey,DAP
Wheat,39,19,16,8.0,Clayey,NPK 15-15-15
Sugarcane,86,50,61,7.9,Sandy,DAP
Maize,55,48,32,7.5,Silty,DAP
Wheat,37,24,25,7.8,Loamy,NPK 10-26-26
Wheat,26,11,24,5.8,Loamy,NPK 15-15-15
Rice,58,34,18,6.9,Silty,Urea
Wheat,25,30,17,4.5,Silty,NPK 15-15-15
Rice,52,38,23,7.7,Sandy,NPK 10-26-26
Maize,58,45,30,8.1,Sandy,DAP
Wheat,21,19,12,7.9,Sandy,NPK 15-15-15
Cotton,50,40,50,7.0,Clayey,NPK 10-26-26
Wheat,35,31,30,8.5,Loamy,NPK 10-26-26
Rice,32,39,18,7.9,Sandy,DAP
Rice,40,22,26,7.7,Silty,NPK 10-26-26
Maize,61,49,32,7.1,Clayey,DAP
Rice,48,34,15,7.7,Loamy,Urea
Maize,65,39,38,5.3,Loamy,NPK 10-26-26
Wheat,48,22,25,8.1,Loamy,NPK 10-26-26
Sugarcane,116,46,66,6.4,Clayey,DAP
Maize,66,38,37,5.4,Clayey,NPK 10-26-26
Cotton,63,30,45,8.4,Loamy,NPK 10-26-26
Rice,56,39,23,5.6,Loamy,NPK 10-26-26
Maize,70,33,22,7.7,Clayey,NPK 10-26-26
Cotton,52,27,35,6.2,Clayey,NPK 10-26-26
Wheat,37,31,23,5.4,Loamy,NPK 10-26-26
Wheat,29,11,20,5.0,Sandy,NPK 15-15-15
Wheat,32,23,17,7.9,Sandy,NPK 15-15-15
Rice,36,38,23,6.4,Loamy,NPK 10-26-26
Sugarcane,100,44,91,6.8,Sandy,NPK 10-26-26
Rice,46,36,21,6.6,Loamy,NPK 10-26-26
Maize,78,34,21,7.8,Sandy,NPK 10-26-26
Cotton,59,34,31,5.4,Silty,NPK 10-26-26
Maize,62,30,32,7.8,Loamy,NPK 10-26-26
