Nitrogen (N),Phosphorus (P),Potassium (K),Carbon Emissions (kg),Water Pollution Risk (%),Soil Degradation (Index),Crop Type
33,25,23,5.01,15.0,2.5,Maize
45,28,18,6.26,25.2,3.8,Maize
48,9,35,5.95,24.6,2.6,Soybean
48,21,25,6.35,20.8,2.0,Wheat
49,7,6,5.37,17.1,2.2,Maize
30,24,35,4.9,16.6,2.8,Soybean
15,19,12,2.69,17.1,1.4,Soybean
40,26,7,5.44,21.3,1.0,Wheat
12,21,7,2.39,15.3,1.5,Cotton
13,15,19,2.43,17.6,2.1,Wheat
45,30,7,6.14,21.1,1.7,Cotton
24,26,37,4.44,15.6,3.8,Wheat
35,11,31,4.67,14.3,2.8,Cotton
19,23,20,3.45,13.9,1.9,Rice
44,11,39,5.73,23.2,1.4,Maize
39,24,38,5.86,24.0,4.6,Wheat
31,16,37,4.64,13.3,3.0,Rice
30,7,32,3.99,18.3,1.8,Maize
24,8,17,3.14,11.0,1.7,Wheat
27,30,40,5.0,15.4,4.2,Wheat
28,6,37,3.84,11.4,2.9,Wheat
37,11,22,4.69,14.3,1.2,Cotton
18,30,32,3.94,15.4,3.9,Wheat
37,5,33,4.61,17.3,3.5,Soybean
44,23,37,6.29,18.8,1.4,Maize
27,5,26,3.47,18.5,1.0,Soybean
39,20,29,5.48,19.8,4.0,Maize
47,16,35,6.2,16.2,4.5,Wheat
37,16,19,4.88,18.2,1.3,Rice
48,14,34,6.18,19.8,2.9,Soybean
32,9,31,4.27,19.2,3.5,Cotton
24,15,16,3.47,15.0,3.8,Maize
28,12,35,4.1,16.1,3.2,Wheat
12,29,29,3.23,19.7,4.5,Cotton
18,8,5,2.3,19.0,2.5,Soybean
27,6,18,3.36,12.8,1.5,Maize
23,27,16,3.97,21.6,4.0,Rice
15,12,8,2.26,18.9,3.7,Soybean
29,6,38,3.96,16.7,1.9,Cotton
28,23,6,4.07,17.1,3.3,Maize
50,14,14,5.98,24.0,2.6,Wheat
36,25,18,5.21,17.1,4.8,Cotton
27,15,7,3.59,15.2,2.3,Wheat
22,18,11,3.32,17.7,3.5,Rice
22,30,28,4.26,16.5,3.2,Rice
49,11,25,5.95,22.8,3.1,Rice
47,7,32,5.69,24.6,3.6,Soybean
26,6,11,3.12,13.7,3.6,Maize
41,10,18,4.96,15.5,1.3,Rice
21,8,5,2.6,12.0,2.2,Soybean
29,5,39,3.93,19.0,2.9,Soybean
24,8,6,2.92,19.7,3.2,Rice
25,13,28,3.71,15.1,3.7,Cotton
26,7,25,3.45,18.8,4.6,Maize
15,21,17,2.89,16.5,4.9,Soybean
21,12,17,3.04,13.9,1.1,Cotton
31,24,31,4.92,23.2,2.7,Rice
15,25,35,3.45,12.9,4.4,Maize
20,12,5,2.7,14.8,1.1,Rice
36,6,10,4.1,22.7,1.2,Cotton
23,27,18,4.01,19.8,2.7,Cotton
11,25,25,2.85,16.7,3.7,Cotton
37,10,17,4.54,16.2,4.7,Maize
30,9,35,4.15,15.4,4.2,Rice
41,21,27,5.69,22.1,3.0,Cotton
20,13,39,3.43,19.5,5.0,Soybean
21,13,18,3.11,11.0,1.1,Rice
23,12,10,3.1,13.2,2.4,Cotton
29,9,17,3.69,14.3,3.4,Cotton
36,20,20,5.0,22.4,3.7,Rice
18,15,24,3.03,15.3,2.7,Rice
24,24,32,4.24,14.1,2.8,Cotton
14,12,30,2.6,15.2,1.8,Maize
16,22,28,3.26,11.0,4.8,Rice
45,24,35,6.4,21.5,2.6,Maize
39,27,27,5.79,22.3,2.6,Maize
29,8,6,3.42,21.5,1.4,Soybean
16,5,21,2.27,17.5,3.0,Wheat
30,20,31,4.62,21.7,3.4,Rice
13,9,8,1.91,10.6,3.5,Wheat
44,28,35,6.5,24.4,4.0,Rice
15,19,31,3.07,18.1,4.9,Soybean
30,18,33,4.56,17.4,2.5,Soybean
15,28,19,3.28,20.3,1.5,Cotton
37,18,38,5.36,15.9,2.1,Soybean
19,12,16,2.82,17.6,1.3,Cotton
43,16,28,5.66,24.4,1.0,Rice
40,21,8,5.21,19.2,1.1,Cotton
14,5,28,2.21,10.9,1.0,Maize
50,30,23,6.96,26.8,4.5,Wheat
28,25,17,4.39,13.4,1.0,Rice
22,21,6,3.37,11.8,1.1,Cotton
23,23,9,3.63,19.8,4.8,Maize
14,10,27,2.44,13.8,1.3,Cotton
45,24,7,5.84,20.9,3.8,Soybean
17,21,37,3.49,19.2,1.5,Wheat
24,30,14,4.18,19.6,3.9,Maize
43,5,23,5.01,15.0,3.2,Rice
46,27,17,6.29,18.1,3.7,Cotton
48,13,23,5.91,23.4,1.6,Rice
42,15,30,5.55,22.6,1.5,Maize
42,28,19,5.98,21.5,3.7,Cotton
49,20,17,6.24,25.8,3.2,Soybean
19,20,34,3.58,18.6,4.1,Cotton
47,23,21,6.27,20.1,1.4,Wheat
13,21,6,2.47,12.0,3.4,Maize
50,15,8,5.91,20.7,2.4,Wheat
48,22,7,6.04,23.8,2.2,Cotton
41,6,18,4.76,19.0,2.1,Wheat
46,5,22,5.29,16.2,4.4,Cotton
40,6,27,4.84,21.7,3.7,Rice
48,18,29,6.28,19.8,3.0,Maize
47,19,37,6.39,20.0,1.4,Wheat
43,21,6,5.47,21.8,4.9,Soybean
27,24,36,4.62,19.1,2.0,Cotton
40,27,30,5.95,20.5,1.7,Rice
39,16,22,5.14,17.8,4.6,Soybean
33,15,22,4.49,15.6,1.6,Cotton
14,30,12,3.14,20.1,4.1,Cotton
22,16,24,3.48,16.1,1.1,Maize
23,5,38,3.31,14.0,4.0,Cotton
15,6,15,2.1,9.6,1.4,Soybean
31,5,35,4.05,14.0,3.1,Rice
48,5,17,5.39,21.8,4.9,Cotton
33,28,36,5.42,23.9,2.0,Maize
46,14,14,5.58,23.9,3.5,Rice
12,9,23,2.11,8.7,3.7,Wheat
15,23,16,2.97,18.7,4.3,Cotton
48,30,39,7.08,25.2,1.1,Cotton
22,16,6,3.12,13.5,4.3,Maize
13,6,21,2.02,12.5,3.8,Soybean
41,11,35,5.35,20.7,4.3,Soybean
39,15,39,5.43,21.2,3.8,Soybean
48,9,32,5.89,19.0,3.7,Rice
13,7,6,1.77,12.1,2.2,Rice
43,25,14,5.83,20.1,1.3,Soybean
22,7,30,3.15,17.8,3.6,Wheat
40,29,30,6.05,18.5,4.6,Wheat
42,20,18,5.56,19.4,4.2,Rice
36,24,18,5.16,17.8,1.4,Soybean
47,13,21,5.77,18.4,3.3,Maize
42,30,29,6.28,23.5,3.6,Rice
40,29,19,5.83,21.5,4.9,Rice
47,13,6,5.47,19.9,1.1,Soybean
23,25,38,4.31,15.2,2.0,Cotton
13,6,13,1.86,11.1,3.4,Maize
26,16,12,3.64,14.0,3.9,Maize
48,19,33,6.41,25.5,4.7,Wheat
40,12,10,4.8,21.8,3.1,Rice
29,9,32,3.99,21.6,5.0,Wheat
16,24,30,3.4,19.5,2.2,Rice
44,22,32,6.14,20.7,1.5,Wheat
19,12,26,3.02,12.5,4.0,Wheat
45,9,9,5.13,15.4,4.9,Soybean
37,26,16,5.32,18.3,1.6,Soybean
34,14,27,4.64,21.2,3.3,Rice
38,8,19,4.58,22.9,2.5,Maize
33,20,40,5.1,13.8,4.1,Soybean
38,17,17,4.99,16.0,1.6,Soybean
10,28,21,2.82,14.2,3.4,Rice
31,10,20,4.0,14.9,4.3,Maize
46,11,36,5.87,19.6,1.0,Rice
18,26,13,3.36,13.8,4.6,Wheat
49,6,33,5.86,16.2,1.5,Wheat
35,6,5,3.9,18.8,2.4,Maize
22,17,40,3.85,19.7,3.3,Soybean
29,13,37,4.29,18.6,1.8,Wheat
41,23,22,5.69,17.1,4.8,Soybean
26,17,33,4.11,12.1,4.3,Soybean
31,26,11,4.62,22.5,2.8,Rice
37,14,20,4.8,15.3,4.7,Cotton
40,27,28,5.91,17.8,3.6,Cotton
34,7,29,4.33,15.3,3.9,Soybean
21,29,16,3.87,17.4,1.8,Rice
32,26,34,5.18,22.6,2.6,Maize
41,23,5,5.35,24.7,1.3,Cotton
17,24,38,3.66,20.3,3.6,Cotton
46,5,7,4.99,17.0,1.5,Rice
35,27,32,5.49,23.2,1.6,Soybean
18,27,34,3.83,20.7,3.0,Maize
31,21,36,4.87,18.7,2.1,Cotton
34,11,30,4.55,20.6,1.1,Soybean
46,15,28,5.91,23.0,3.3,Cotton
13,5,19,1.93,18.1,3.9,Maize
31,17,11,4.17,14.1,1.7,Maize
26,15,36,4.07,12.9,2.8,Maize
47,10,15,5.5,20.0,4.0,Maize
48,22,11,6.12,25.3,1.2,Wheat
13,29,25,3.25,14.4,3.5,Wheat
19,23,24,3.53,18.2,1.4,Soybean
15,12,29,2.68,15.8,1.1,Cotton
34,17,13,4.51,20.9,3.7,Wheat
28,18,10,3.9,17.6,2.8,Wheat
33,18,36,4.92,17.3,3.7,Wheat
20,9,12,2.69,11.5,3.1,Rice
40,7,26,4.87,18.2,4.6,Maize
48,20,27,6.34,23.1,4.7,Wheat
15,25,15,3.05,12.3,2.7,Soybean
27,23,40,4.65,13.7,4.2,Maize
35,18,14,4.68,15.8,4.3,Wheat
44,24,37,6.34,16.8,2.7,Maize
18,9,14,2.53,11.3,4.2,Soybean
21,21,12,3.39,16.7,2.9,Maize
46,9,20,5.45,20.8,1.8,Rice
41,5,34,5.03,15.3,3.8,Rice
17,13,10,2.55,17.7,3.9,Wheat
31,17,9,4.13,22.2,2.9,Cotton
48,6,11,5.32,24.0,2.9,Maize
28,6,7,3.24,12.1,4.1,Rice
24,22,22,3.94,16.3,3.3,Cotton
25,13,26,3.67,16.8,4.0,Maize
36,16,6,4.52,14.7,4.4,Soybean
45,11,24,5.53,19.6,3.0,Soybean
11,20,33,2.76,13.9,3.3,Rice
12,14,22,2.34,13.7,3.2,Wheat
41,13,21,5.17,21.3,1.5,Soybean
14,20,40,3.2,10.8,4.4,Soybean
16,14,12,2.54,13.1,3.9,Soybean
30,13,26,4.17,20.3,1.2,Soybean
20,25,7,3.39,11.8,4.3,Wheat
11,17,5,2.05,9.9,4.6,Cotton
12,5,16,1.77,11.0,4.8,Wheat
41,7,15,4.75,22.0,4.9,Cotton
16,20,26,3.12,11.9,2.9,Soybean
19,15,29,3.23,11.8,1.2,Cotton
27,18,35,4.3,16.3,3.1,Soybean
40,11,15,4.85,23.5,4.1,Rice
23,9,21,3.17,13.7,3.6,Cotton
11,6,9,1.58,15.3,2.6,Maize
46,28,27,6.54,26.6,4.5,Maize
14,26,7,2.84,20.2,2.5,Rice
42,18,22,5.54,20.9,3.0,Rice
17,27,9,3.23,18.4,3.6,Rice
15,30,7,3.14,13.1,4.5,Maize
48,13,16,5.77,16.1,1.7,Maize
19,22,26,3.52,19.0,1.5,Cotton
27,9,24,3.63,17.6,1.3,Soybean
48,12,14,5.68,20.0,3.5,Soybean
29,20,30,4.5,17.0,3.9,Maize
43,22,40,6.2,24.2,3.1,Soybean
47,27,30,6.65,19.3,1.3,Rice
30,12,10,3.8,13.4,4.5,Cotton
44,7,27,5.29,17.6,3.9,Soybean
39,15,32,5.29,17.3,3.5,Cotton
43,13,28,5.51,14.9,3.3,Wheat
40,22,33,5.76,19.7,4.3,Wheat
25,21,28,4.11,15.3,3.5,Wheat
24,30,20,4.3,14.2,1.6,Cotton
44,16,33,5.86,25.2,3.5,Soybean
30,27,37,5.09,16.6,5.0,Wheat
30,10,18,3.86,14.4,4.3,Maize
12,24,24,2.88,18.5,2.4,Soybean
43,11,20,5.25,17.1,4.5,Cotton
40,21,39,5.83,19.5,2.3,Soybean
16,5,25,2.35,9.9,1.9,Soybean
35,22,8,4.76,21.1,4.3,Rice
19,27,21,3.67,20.9,4.1,Soybean
48,7,9,5.33,22.8,1.7,Rice
43,24,35,6.2,22.7,4.9,Soybean
10,23,25,2.65,15.1,2.4,Maize
28,5,23,3.51,15.3,4.9,Wheat
45,15,23,5.71,24.6,3.4,Wheat
10,14,35,2.4,13.5,1.7,Wheat
49,8,35,6.0,21.4,3.9,Wheat
22,25,6,3.57,16.7,3.7,Rice
11,11,12,1.89,11.4,2.2,Soybean
34,13,6,4.17,15.0,4.6,Wheat
15,21,9,2.73,11.2,1.1,Soybean
14,24,33,3.26,17.9,2.5,Soybean
23,14,5,3.1,18.6,3.8,Wheat
45,9,40,5.75,23.2,3.0,Cotton
33,15,5,4.15,19.7,1.6,Cotton
24,23,38,4.31,19.0,4.2,Soybean
46,12,12,5.44,15.8,3.5,Wheat
37,17,16,4.87,22.0,4.5,Maize
32,24,25,4.9,19.9,2.4,Cotton
26,8,12,3.24,12.2,3.1,Soybean
28,17,31,4.27,20.3,3.0,Rice
35,13,38,4.91,18.1,3.3,Soybean
24,6,10,2.9,15.9,1.3,Maize
43,15,21,5.47,18.2,5.0,Soybean
27,20,39,4.48,14.7,4.1,Cotton
13,29,14,3.03,18.5,4.7,Cotton
42,21,25,5.75,23.9,3.0,Cotton
11,22,10,2.4,14.4,1.5,Maize
17,28,39,3.88,19.4,3.8,Cotton
38,6,17,4.44,17.9,1.3,Cotton
13,29,8,2.91,20.4,3.2,Wheat
25,23,35,4.35,13.1,1.0,Rice
17,25,5,3.05,11.1,1.5,Cotton
49,29,25,6.85,26.9,3.9,Wheat
30,14,7,3.84,15.6,3.0,Cotton
22,6,28,3.06,16.2,1.7,Maize
38,8,12,4.44,15.4,1.9,Maize
24,10,5,3.0,15.9,3.6,Rice
26,25,37,4.59,14.1,1.9,Maize
20,26,22,3.74,16.9,4.9,Rice
39,24,29,5.68,17.5,3.7,Wheat
26,19,11,3.77,17.2,1.9,Soybean
16,23,12,2.99,18.6,5.0,Maize
45,17,18,5.71,22.5,2.9,Cotton
40,24,13,5.46,19.3,1.8,Cotton
50,9,18,5.81,24.0,2.0,Cotton
27,7,17,3.39,15.9,1.8,Wheat
43,15,11,5.27,18.5,4.2,Soybean
42,19,26,5.67,22.5,1.8,Cotton
24,25,19,4.03,16.2,3.2,Soybean
43,6,32,5.24,22.1,3.7,Wheat
50,18,34,6.58,17.3,1.1,Rice
38,26,25,5.6,22.7,3.9,Rice
25,21,32,4.19,15.0,3.1,Maize
38,29,30,5.85,19.6,1.1,Cotton
28,19,26,4.27,13.0,4.3,Soybean
45,14,35,5.9,16.3,3.7,Rice
38,16,36,5.32,16.6,1.3,Wheat
18,21,25,3.35,12.9,4.4,Cotton
24,22,23,3.96,13.3,2.8,Wheat
41,30,20,6.0,18.0,4.8,Rice
21,18,25,3.5,11.7,3.8,Rice
13,13,21,2.37,11.0,3.5,Cotton
40,27,21,5.77,24.8,2.0,Soybean
24,11,39,3.73,17.9,4.3,Maize
19,13,25,3.05,13.1,4.0,Maize
14,17,7,2.39,15.1,4.8,Maize
41,30,6,5.72,24.6,3.8,Rice
32,5,30,4.05,16.9,4.6,Maize
26,18,12,3.74,12.6,2.3,Rice
11,24,11,2.52,13.6,2.4,Wheat
10,24,11,2.42,13.1,3.4,Soybean
13,24,12,2.74,18.5,2.4,Cotton
16,5,8,2.01,12.1,4.7,Rice
13,6,10,1.8,10.1,5.0,Rice
25,17,36,4.07,21.6,4.2,Soybean
40,27,7,5.49,21.6,4.3,Soybean
37,13,35,5.05,18.3,3.6,Wheat
41,26,12,5.64,18.5,1.1,Wheat
44,17,9,5.43,19.3,4.7,Rice
29,15,35,4.35,17.1,2.4,Cotton
13,30,34,3.48,11.4,2.4,Wheat
18,6,25,2.6,15.9,3.8,Maize
31,12,16,4.02,12.5,3.9,Soybean
28,20,29,4.38,15.4,1.7,Maize
34,21,15,4.75,17.3,4.0,Wheat
22,23,14,3.63,13.5,4.6,Wheat
41,19,7,5.19,16.8,2.6,Cotton
24,12,15,3.3,11.5,4.6,Rice
32,11,8,3.91,15.3,1.1,Wheat
40,9,28,5.01,15.3,4.9,Rice
14,6,34,2.38,11.7,4.7,Wheat
43,21,8,5.51,23.1,2.2,Soybean
42,13,26,5.37,15.6,2.4,Rice
22,26,21,3.92,13.1,1.2,Wheat
18,18,20,3.1,11.4,4.9,Maize
28,27,22,4.59,16.4,4.7,Maize
20,14,28,3.26,13.7,2.3,Maize
42,28,5,5.7,17.9,4.3,Rice
22,12,8,2.96,15.4,1.4,Rice
27,28,13,4.36,23.1,3.0,Wheat
36,22,20,5.1,21.9,4.3,Maize
41,28,27,6.04,25.7,2.1,Soybean
33,30,15,5.1,24.2,4.4,Rice
15,28,36,3.62,18.0,2.3,Maize
21,12,10,2.9,17.2,1.2,Soybean
23,6,5,2.7,12.9,2.9,Maize
15,23,28,3.21,11.6,4.2,Maize
18,14,40,3.3,17.8,3.3,Wheat
34,10,24,4.38,19.5,4.4,Rice
16,11,10,2.35,18.2,2.1,Wheat
42,30,25,6.2,17.4,3.1,Cotton
44,14,13,5.36,16.3,2.2,Wheat
41,5,14,4.63,21.1,2.9,Maize
10,21,5,2.15,14.3,1.8,Rice
46,10,40,5.9,17.5,1.4,Wheat
15,20,27,3.04,12.4,1.1,Wheat
13,25,21,2.97,18.6,1.6,Soybean
16,16,24,2.88,17.6,2.0,Maize
38,10,16,4.62,13.8,1.1,Wheat
21,21,34,3.83,13.8,3.6,Wheat
48,16,32,6.24,18.9,3.0,Soybean
18,24,23,3.46,18.9,3.3,Cotton
24,16,19,3.58,19.4,3.0,Rice
29,7,17,3.59,14.7,1.4,Rice
12,26,28,3.06,13.4,1.6,Cotton
36,30,6,5.22,18.6,3.5,Rice
43,26,17,5.94,25.3,1.9,Wheat
35,28,33,5.56,19.7,3.3,Soybean
28,20,24,4.28,15.4,3.1,Cotton
21,30,29,4.18,20.5,2.4,Soybean
36,27,15,5.25,23.1,2.2,Soybean
11,10,10,1.8,9.1,2.5,Wheat
32,27,34,5.23,23.7,1.2,Wheat
22,20,31,3.82,17.2,4.7,Wheat
15,30,12,3.24,13.0,3.2,Cotton
10,25,27,2.79,12.4,4.3,Rice
47,22,16,6.12,21.2,2.2,Wheat
11,12,21,2.12,15.4,3.1,Rice
28,5,17,3.39,16.8,2.6,Cotton
22,29,37,4.39,17.9,2.4,Rice
29,16,28,4.26,19.3,4.8,Rice
49,11,19,5.83,22.9,1.5,Rice
37,24,30,5.5,21.6,1.2,Soybean
18,8,20,2.6,17.5,2.1,Cotton
12,11,7,1.89,15.9,4.8,Wheat
40,20,16,5.32,17.8,3.5,Rice
30,15,25,4.25,18.6,3.4,Soybean
23,18,39,3.98,20.2,3.8,Wheat
12,16,23,2.46,17.3,1.7,Wheat
43,7,25,5.15,15.7,2.7,Soybean
16,24,34,3.48,15.9,4.8,Soybean
33,28,40,5.5,20.6,1.5,Soybean
15,21,32,3.19,16.2,1.7,Cotton
23,27,8,3.81,12.6,4.1,Maize
18,25,6,3.17,11.6,4.3,Soybean
25,17,31,3.97,13.6,2.8,Wheat
32,16,23,4.46,19.5,1.2,Maize
41,28,28,6.06,22.7,1.7,Rice
20,18,29,3.48,20.4,4.2,Cotton
13,22,25,2.9,11.8,1.3,Rice
27,11,10,3.45,20.0,3.0,Cotton
50,17,39,6.63,16.8,3.9,Wheat
45,26,27,6.34,24.2,4.3,Maize
49,19,36,6.57,19.9,4.3,Cotton
46,24,32,6.44,26.2,3.7,Rice
22,19,17,3.49,19.3,3.5,Soybean
50,28,6,6.52,18.5,4.8,Cotton
20,6,28,2.86,19.4,3.2,Rice
37,10,40,5.0,14.8,2.6,Rice
32,9,14,3.93,21.9,2.1,Rice
20,25,5,3.35,19.9,4.8,Wheat
12,15,16,2.27,13.9,3.4,Wheat
12,22,7,2.44,15.9,2.1,Cotton
26,19,35,4.25,21.6,2.5,Wheat
36,18,15,4.8,18.9,1.1,Soybean
19,17,9,2.93,11.7,1.5,Maize
30,30,28,5.06,14.3,4.0,Rice
23,12,6,3.02,18.7,5.0,Soybean
30,8,7,3.54,20.4,1.4,Wheat
43,19,23,5.71,22.7,2.5,Soybean
43,26,19,5.98,23.0,4.4,Cotton
31,26,34,5.08,16.1,1.8,Soybean
11,18,36,2.72,11.9,2.8,Soybean
27,9,24,3.63,15.0,2.5,Maize
27,10,31,3.82,13.4,1.7,Rice
21,16,18,3.26,18.8,2.3,Maize
14,7,39,2.53,10.6,4.0,Cotton
35,16,18,4.66,18.4,1.8,Soybean
48,8,8,5.36,16.1,2.4,Maize
48,15,34,6.23,24.0,1.4,Maize
10,12,21,2.02,17.9,1.5,Cotton
13,12,13,2.16,15.9,4.1,Soybean
28,14,24,3.98,13.0,3.7,Wheat
40,16,10,5.0,19.4,1.4,Rice
18,18,16,3.02,11.6,2.0,Maize
39,23,22,5.49,20.9,4.9,Wheat
43,11,38,5.61,19.1,2.7,Soybean
14,22,5,2.6,10.1,3.0,Rice
32,25,27,4.99,16.1,1.1,Cotton
50,16,16,6.12,21.6,4.2,Cotton
18,23,11,3.17,16.2,2.2,Wheat
45,5,7,4.89,21.4,4.1,Maize
29,16,15,4.0,15.2,4.4,Maize
42,18,40,5.9,18.0,2.7,Maize
40,9,13,4.71,22.6,3.9,Rice
50,5,19,5.63,16.3,3.0,Rice
45,5,22,5.19,17.5,2.7,Rice
45,24,19,6.08,24.7,4.0,Rice
32,26,40,5.3,14.6,3.7,Cotton
24,8,6,2.92,19.9,1.1,Rice
26,10,23,3.56,14.4,1.9,Wheat
36,13,32,4.89,13.7,1.2,Cotton
39,5,31,4.77,20.6,2.1,Wheat
28,7,27,3.69,19.5,1.7,Wheat
45,29,17,6.29,18.0,3.1,Maize
22,13,18,3.21,15.0,4.2,Soybean
46,29,39,6.83,24.4,3.9,Rice
45,29,19,6.33,18.0,2.0,Rice
39,23,32,5.69,23.0,4.9,Maize
46,22,12,5.94,24.6,3.1,Rice
17,10,21,2.62,11.1,2.5,Maize
47,11,8,5.41,22.1,1.4,Cotton
36,5,7,3.99,18.2,2.5,Wheat
49,20,25,6.4,25.3,4.0,Wheat
22,12,27,3.34,17.2,2.4,Maize
37,28,40,5.9,17.6,2.8,Soybean
12,22,28,2.86,19.0,2.5,Cotton
20,22,32,3.74,15.7,2.2,Wheat
46,19,19,5.93,24.8,2.4,Wheat
37,6,30,4.6,13.9,2.7,Soybean
12,25,39,3.23,18.2,2.9,Maize
33,15,30,4.65,17.5,2.2,Soybean
35,15,26,4.77,21.5,4.8,Soybean
26,23,6,3.87,18.5,4.0,Rice
37,10,35,4.9,20.4,2.7,Soybean
39,24,22,5.54,19.5,3.1,Maize
26,7,28,3.51,13.0,4.4,Maize
18,12,19,2.78,15.6,3.4,Rice
34,11,24,4.43,16.2,4.1,Rice
38,18,35,5.4,14.6,2.4,Maize
35,27,12,5.09,24.0,4.9,Soybean
11,24,29,2.88,13.5,3.0,Soybean
28,6,22,3.54,13.3,1.5,Maize
42,23,23,5.81,18.9,3.7,Maize
19,22,21,3.42,19.3,4.6,Maize
37,20,35,5.4,20.2,2.8,Maize
38,9,34,4.93,17.1,1.8,Soybean
16,27,25,3.45,20.7,4.5,Maize
45,24,38,6.46,16.9,2.1,Maize
36,5,18,4.21,15.1,3.0,Rice
40,21,16,5.37,23.2,2.9,Rice
36,24,24,5.28,19.4,1.5,Rice
42,9,22,5.09,16.4,4.8,Wheat
40,24,20,5.6,17.8,3.2,Maize
50,29,29,7.03,18.0,3.3,Soybean
36,10,31,4.72,21.7,3.6,Soybean
26,16,21,3.82,19.7,1.4,Soybean
35,26,6,4.92,21.2,3.6,Rice
12,14,20,2.3,11.0,2.2,Rice
33,7,12,3.89,13.9,4.3,Cotton
22,30,13,3.96,15.4,3.6,Wheat
22,22,21,3.72,13.5,2.9,Soybean
11,19,31,2.67,11.6,4.6,Maize
10,30,24,2.98,13.2,2.3,Cotton
27,26,6,4.12,14.4,4.9,Soybean
37,17,12,4.79,16.8,3.0,Wheat
17,29,27,3.69,12.3,4.7,Soybean
27,30,19,4.58,15.8,3.5,Soybean
41,24,19,5.68,18.1,1.5,Cotton
11,20,21,2.52,12.2,2.9,Rice
18,15,23,3.01,10.9,1.9,Maize
21,16,15,3.2,19.4,1.7,Rice
43,22,29,5.98,23.8,4.7,Rice
10,20,29,2.58,11.9,2.3,Rice
11,22,12,2.44,16.3,3.8,Rice
46,5,22,5.29,23.5,4.6,Rice
33,18,40,5.0,15.3,2.9,Rice
43,14,11,5.22,16.8,4.9,Wheat
43,16,32,5.74,21.2,2.3,Maize
25,25,39,4.53,14.0,1.0,Cotton
24,25,36,4.37,17.0,1.3,Wheat
20,15,20,3.15,11.2,3.0,Soybean
13,22,37,3.14,13.3,1.9,Wheat
49,16,33,6.36,25.9,5.0,Rice
29,8,6,3.42,12.8,2.6,Soybean
46,26,34,6.58,24.3,2.1,Rice
35,19,10,4.65,17.8,3.5,Cotton
25,29,17,4.29,14.3,4.1,Soybean
41,28,32,6.14,16.5,4.3,Rice
19,18,23,3.26,17.8,4.2,Wheat
38,5,34,4.73,19.5,3.2,Wheat
12,15,26,2.47,18.0,1.5,Rice
16,30,11,3.32,13.4,3.6,Soybean
29,8,19,3.68,16.0,1.2,Maize
21,10,14,2.88,12.6,4.6,Cotton
15,18,15,2.7,16.4,4.3,Rice
14,6,10,1.9,18.1,4.7,Rice
33,15,11,4.27,13.1,3.1,Soybean
13,5,24,2.03,13.6,1.4,Rice
12,11,14,2.03,13.0,1.2,Cotton
12,18,24,2.58,19.2,3.9,Wheat
42,21,30,5.85,19.0,3.5,Wheat
29,28,5,4.4,16.8,2.2,Cotton
38,25,10,5.25,17.1,3.1,Rice
30,18,20,4.3,22.7,4.0,Wheat
42,24,11,5.62,24.9,3.9,Rice
14,17,29,2.83,12.0,2.1,Cotton
19,8,7,2.44,14.7,3.1,Cotton
36,10,38,4.86,22.1,3.1,Rice
16,30,14,3.38,15.7,4.6,Soybean
35,9,17,4.29,18.3,3.6,Rice
31,6,35,4.1,20.6,2.1,Maize
31,11,8,3.81,13.4,3.6,Soybean
16,19,40,3.35,19.8,3.8,Soybean
22,17,11,3.27,17.3,2.0,Cotton
23,5,32,3.19,19.0,1.0,Cotton
31,10,37,4.34,12.6,2.6,Maize
46,27,15,6.25,19.5,4.3,Soybean
45,20,13,5.76,20.6,4.6,Maize
22,16,15,3.3,16.9,4.1,Wheat
43,7,15,4.95,14.6,4.3,Cotton
34,17,20,4.65,18.4,3.8,Cotton
37,5,14,4.23,22.9,2.6,Soybean
34,18,19,4.68,14.2,3.4,Wheat
39,5,21,4.57,14.4,2.8,Wheat
30,6,31,3.92,18.4,3.7,Cotton
29,16,33,4.36,12.7,2.9,Wheat
28,29,40,5.05,20.6,3.1,Rice
18,18,32,3.34,10.6,3.9,Maize
25,15,30,3.85,16.6,4.2,Soybean
42,27,18,5.91,17.1,3.5,Soybean
14,9,24,2.33,10.3,3.5,Wheat
43,29,33,6.41,20.4,1.2,Soybean
49,20,24,6.38,21.8,4.5,Wheat
34,21,24,4.93,18.9,2.0,Soybean
30,28,14,4.68,17.4,3.5,Maize
37,27,19,5.43,17.4,2.6,Maize
28,17,20,4.05,18.3,4.9,Rice
30,7,37,4.09,13.2,1.5,Maize
22,27,39,4.33,15.9,1.1,Wheat
21,15,8,3.01,19.1,3.5,Soybean
10,18,40,2.7,18.1,4.8,Wheat
37,22,35,5.5,15.4,1.7,Cotton
30,19,30,4.55,14.5,2.1,Rice
28,5,33,3.71,20.6,2.4,Maize
42,13,23,5.31,21.5,4.9,Maize
20,19,24,3.43,15.6,3.5,Wheat
23,10,9,2.98,17.2,1.9,Rice
48,28,11,6.42,25.4,4.4,Cotton
27,22,29,4.38,14.5,4.3,Soybean
39,11,30,5.05,20.5,1.3,Maize
21,28,34,4.18,20.8,4.3,Maize
27,26,33,4.66,15.1,1.8,Rice
41,21,15,5.45,23.7,1.5,Soybean
37,29,20,5.55,23.1,1.3,Cotton
18,29,40,4.05,20.5,3.0,Wheat
39,22,26,5.52,18.8,2.1,Cotton
12,5,23,1.91,17.7,4.3,Maize
